,Unnamed: 0,Date,Time,hashtags,tagged_usernames,text,Text,tokens
834,834,2020-05-20,01:37:00,"['#priyankagandhivadra', '#yogiadityanath', '#congress.']",['@the_hindu:'],just in | priyankagandhivadra urged yogiadityanath to not reject the buses sent by the congress. she even said her party,"['|', 'priyankagandhivadra', 'urged', 'yogiadityanath', 'reject', 'buses', 'sent', 'congress', '.', 'even', 'said', 'party']","['|', 'priyankagandhivadra', 'urged', 'yogiadityanath', 'reject', 'buses', 'sent', 'congress', '.', 'even', 'said', 'party']"
835,835,2020-05-20,01:32:00,"['#india\\n#china\\n#swadeshi\\ncorrupt', '#bjp']",[],india china swadeshi corrupt politicians of india  chinese import lobby funds bjp  buffoons by,"['india', 'china', 'swadeshi', 'corrupt', 'politicians', 'india', 'chinese', 'import', 'lobby', 'funds', 'bjp', 'buffoons']","['india', 'china', 'swadeshi', 'corrupt', 'politicians', 'india', 'chinese', 'import', 'lobby', 'funds', 'bjp', 'buffoons']"
836,836,2020-05-20,01:31:00,"['#india\\n#china\\n#swadeshi\\ncorrupt', '#bjp']",['@sankrant'],india china swadeshi corrupt politicians of india  chinese import lobby funds bjp  buffoons by,"['india', 'china', 'swadeshi', 'corrupt', 'politicians', 'india', 'chinese', 'import', 'lobby', 'funds', 'bjp', 'buffoons']","['india', 'china', 'swadeshi', 'corrupt', 'politicians', 'india', 'chinese', 'import', 'lobby', 'funds', 'bjp', 'buffoons']"
837,837,2020-05-20,01:31:00,"['#breaking', '#update\\n#coronavirus', '#coronavirusupdate\\n#indiafightscovid19\\n\\nlook', '#covid19']",['@dextrousninja:'],breaking update coronavirus coronavirusupdate indiafightscovid19  look at d figures of covid19 in india states ru,"['breaking', 'update', 'coronavirus', 'coronavirusupdate', 'indiafightscovid19', 'look', 'figures', 'covid19', 'india', 'states', 'ru']","['breaking', 'update', 'coronavirus', 'coronavirusupdate', 'indiafightscovid19', 'look', 'figures', 'covid19', 'india', 'states', 'ru']"
838,838,2020-05-20,01:31:00,"['#india\\n#china\\n#swadeshi\\ncorrupt', '#bjp']",[],india china swadeshi corrupt politicians of india  chinese import lobby funds bjp  buffoons by,"['india', 'china', 'swadeshi', 'corrupt', 'politicians', 'india', 'chinese', 'import', 'lobby', 'funds', 'bjp', 'buffoons']","['india', 'china', 'swadeshi', 'corrupt', 'politicians', 'india', 'chinese', 'import', 'lobby', 'funds', 'bjp', 'buffoons']"
839,839,2020-05-20,01:31:00,[],"['@iyer_rn', '@rvaidya2000', '@sgurumurthy', '@kanimozhi', '@girishalva', '@prafullaketkar', '@prof_hariom', '@ranganaathan', '@jspandey_\\xe2\\x80\\xa6']",,[],[]
840,840,2020-05-20,01:28:00,['#bjp'],['@babitaphogat'],atleast they organised some mode of travel for the migrants but bjp being in power has done nothing,"['atleast', 'organised', 'mode', 'travel', 'migrants', 'bjp', 'power', 'done', 'nothing']","['atleast', 'organised', 'mode', 'travel', 'migrants', 'bjp', 'power', 'done', 'nothing']"
841,841,2020-05-20,01:26:00,"['#priyankagandhivadra', '#yogiadityanath', '#congress.']",['@the_hindu:'],just in | priyankagandhivadra urged yogiadityanath to not reject the buses sent by the congress. she even said her party,"['|', 'priyankagandhivadra', 'urged', 'yogiadityanath', 'reject', 'buses', 'sent', 'congress', '.', 'even', 'said', 'party']","['|', 'priyankagandhivadra', 'urged', 'yogiadityanath', 'reject', 'buses', 'sent', 'congress', '.', 'even', 'said', 'party']"
842,842,2020-05-20,01:25:00,['#bjp'],"['@ctravi_bjp', '@priyankagandhi', '@myogiadityanath']",the present ruling bjp made country suffer more .bringing in infected,"['present', 'ruling', 'bjp', 'made', 'country', 'suffer', '.bringing', 'infected']","['present', 'ruling', 'bjp', 'made', 'country', 'suffer', '.bringing', 'infected']"
843,843,2020-05-20,01:23:00,"['#prashantkishore', '#narendramodi', '#bjp\\nthanks']","['@shahnawazkhanmm:', '@thewire_\\xe2\\x80\\xa6""']",prashantkishore narendramodi bjp thanks to centres corona mismanagement we are staring at a catastrophe,"['prashantkishore', 'narendramodi', 'bjp', 'thanks', 'centres', 'corona', 'mismanagement', 'staring', 'catastrophe']","['prashantkishore', 'narendramodi', 'bjp', 'thanks', 'centres', 'corona', 'mismanagement', 'staring', 'catastrophe']"
844,844,2020-05-20,01:15:00,['#migrantlabourers'],"['@npeeinghuman', '@aamaadmiparty']",ok. so have nothing to do with this! jo migrantlabourers gayee hain they also buy tic,"['ok.', 'nothing', '!', 'jo', 'migrantlabourers', 'gayee', 'hain', 'also', 'buy', 'tic']","['ok.', 'nothing', '!', 'jo', 'migrantlabourers', 'gayee', 'hain', 'also', 'buy', 'tic']"
845,845,2020-05-20,01:15:00,['#bjp'],['@dayanidhi_maran:'],misogyny &amp; a track record of disrespecting women have become the trademark of bjp both online &amp; offline. its now rea,"['misogyny', '&', 'amp', ';', 'track', 'record', 'disrespecting', 'women', 'become', 'trademark', 'bjp', 'online', '&', 'amp', ';', 'offline', '.', 'rea']","['misogyny', '&', 'amp', ';', 'track', 'record', 'disrespecting', 'women', 'become', 'trademark', 'bjp', 'online', '&', 'amp', ';', 'offline', '.', 'rea']"
846,846,2020-05-20,01:14:00,"['#congressplenarysession', '#bjp', '#modi']",['@jaiveershergill:'],clip from my speech at the congressplenarysession how bjp modi govt has killed the indian economy acche din aane w,"['clip', 'speech', 'congressplenarysession', 'bjp', 'modi', 'govt', 'killed', 'indian', 'economy', 'acche', 'din', 'aane', 'w']","['clip', 'speech', 'congressplenarysession', 'bjp', 'modi', 'govt', 'killed', 'indian', 'economy', 'acche', 'din', 'aane', 'w']"
847,847,2020-05-20,01:04:00,"['#bjp', '#goindia', '#pmoindia', '#failedindia', '#indiafightcorona', '#lockdownindiadisaster\\n\\nthe']",[],bjp goindia pmoindia trio has failedindia through indiafightcorona lockdownindiadisaster  the sooner they ad,"['bjp', 'goindia', 'pmoindia', 'trio', 'failedindia', 'indiafightcorona', 'lockdownindiadisaster', 'sooner', 'ad']","['bjp', 'goindia', 'pmoindia', 'trio', 'failedindia', 'indiafightcorona', 'lockdownindiadisaster', 'sooner', 'ad']"
848,848,2020-05-20,01:01:00,"[""#hinduph\\xe2\\x80\\xa6'""]","['@rameshs0007:', '@ayeshaasgar4', '@aranganathan72']",absolutely.  nailed it. a planned conspiracy by psudeo indians on religious divide. hinduph,"['absolutely', '.', 'nailed', '.', 'planned', 'conspiracy', 'psudeo', 'indians', 'religious', 'divide', '.', 'hinduph']","['absolutely', '.', 'nailed', '.', 'planned', 'conspiracy', 'psudeo', 'indians', 'religious', 'divide', '.', 'hinduph']"
849,849,2020-05-20,01:00:00,"['#bjp4india', '#bjp', '#amitshah', '#narendramodi', '#indiafightscorona', '#coronaupdatesindia\\xe2\\x80\\xa6']",[],india with international community.  bjp4india bjp amitshah narendramodi indiafightscorona coronaupdatesindia,"['india', 'international', 'community', '.', 'bjp4india', 'bjp', 'amitshah', 'narendramodi', 'indiafightscorona', 'coronaupdatesindia']","['india', 'international', 'community', '.', 'bjp4india', 'bjp', 'amitshah', 'narendramodi', 'indiafightscorona', 'coronaupdatesindia']"
850,850,2020-05-20,00:57:00,['#bjp'],['@dayanidhi_maran:'],misogyny &amp; a track record of disrespecting women have become the trademark of bjp both online &amp; offline. its now rea,"['misogyny', '&', 'amp', ';', 'track', 'record', 'disrespecting', 'women', 'become', 'trademark', 'bjp', 'online', '&', 'amp', ';', 'offline', '.', 'rea']","['misogyny', '&', 'amp', ';', 'track', 'record', 'disrespecting', 'women', 'become', 'trademark', 'bjp', 'online', '&', 'amp', ';', 'offline', '.', 'rea']"
851,851,2020-05-20,00:47:00,['#hindutva'],"['@shahjhan_malikk:', '@mjalshrika', '@icj_icj']",the world community has started breaking the silent over hindutva extremists violent regime. ban,"['world', 'community', 'started', 'breaking', 'silent', 'hindutva', 'extremists', 'violent', 'regime', '.', 'ban']","['world', 'community', 'started', 'breaking', 'silent', 'hindutva', 'extremists', 'violent', 'regime', '.', 'ban']"
852,852,2020-05-20,00:43:00,"['#congress', '#aap', '#rt', '#bjp', '#goa', '#manipur']",[],congress aap rt both sexes empowering sitebjp won in up but lost in goa &amp; manipur how,"['congress', 'aap', 'rt', 'sexes', 'empowering', 'sitebjp', 'lost', 'goa', '&', 'amp', ';', 'manipur']","['congress', 'aap', 'rt', 'sexes', 'empowering', 'sitebjp', 'lost', 'goa', '&', 'amp', ';', 'manipur']"
853,853,2020-05-20,00:40:00,"['#bjp', '#pankajpunia']",['@bipuldash3:'],if bjp remains silent on the tweet of pankajpunia it will be a great blunder. this will motivate more anti hindus to comm,"['bjp', 'remains', 'silent', 'tweet', 'pankajpunia', 'great', 'blunder', '.', 'motivate', 'anti', 'hindus', 'comm']","['bjp', 'remains', 'silent', 'tweet', 'pankajpunia', 'great', 'blunder', '.', 'motivate', 'anti', 'hindus', 'comm']"
854,854,2020-05-20,00:37:00,['#bjp'],[],bjp government in india is doing nothing for migrant labour .  so when  oppostion party leader is trying to do so,"['bjp', 'government', 'india', 'nothing', 'migrant', 'labour', '.', 'oppostion', 'party', 'leader', 'trying']","['bjp', 'government', 'india', 'nothing', 'migrant', 'labour', '.', 'oppostion', 'party', 'leader', 'trying']"
855,855,2020-05-20,00:27:00,"['#bjp', '#congress']",[],congress lies exposed! no state governments has claimed bjp congress left or right buses evacuated the migrants!,"['congress', 'lies', 'exposed', '!', 'state', 'governments', 'claimed', 'bjp', 'congress', 'left', 'right', 'buses', 'evacuated', 'migrants', '!']","['congress', 'lies', 'exposed', '!', 'state', 'governments', 'claimed', 'bjp', 'congress', 'left', 'right', 'buses', 'evacuated', 'migrants', '!']"
856,856,2020-05-20,00:26:00,"['#breaking', '#update\\n#coronavirus', '#coronavirusupdate\\n#indiafightscovid19\\n\\nlook', '#covid19']",['@dextrousninja:'],breaking update coronavirus coronavirusupdate indiafightscovid19  look at d figures of covid19 in india states ru,"['breaking', 'update', 'coronavirus', 'coronavirusupdate', 'indiafightscovid19', 'look', 'figures', 'covid19', 'india', 'states', 'ru']","['breaking', 'update', 'coronavirus', 'coronavirusupdate', 'indiafightscovid19', 'look', 'figures', 'covid19', 'india', 'states', 'ru']"
857,857,2020-05-20,00:24:00,[],['@priyankagandhi\\xe2\\x80\\xa6'],the magical family of india i.e. gandhi family who converted buses into scooter  cars . shame on u,"['magical', 'family', 'india', 'i.e', '.', 'gandhi', 'family', 'converted', 'buses', 'scooter', 'cars', '.', 'shame', 'u']","['magical', 'family', 'india', 'i.e', '.', 'gandhi', 'family', 'converted', 'buses', 'scooter', 'cars', '.', 'shame', 'u']"
858,858,2020-05-20,00:22:00,"['#pmcares', '#migrantworkers,']",['@sanjaysdutt:'],money of pmcares will be given to state govt &amp; not to migrantworkers who on return to der village will hve no job no,"['money', 'pmcares', 'given', 'state', 'govt', '&', 'amp', ';', 'migrantworkers', 'return', 'der', 'village', 'hve', 'job']","['money', 'pmcares', 'given', 'state', 'govt', '&', 'amp', ';', 'migrantworkers', 'return', 'der', 'village', 'hve', 'job']"
859,859,2020-05-20,00:18:00,['#bjp!'],['@adhicutting'],amish dev guns for the bjp! from a hired gun to gunning for them makes me think that the tide is sl,"['amish', 'dev', 'guns', 'bjp', '!', 'hired', 'gun', 'gunning', 'makes', 'think', 'tide', 'sl']","['amish', 'dev', 'guns', 'bjp', '!', 'hired', 'gun', 'gunning', 'makes', 'think', 'tide', 'sl']"
860,860,2020-05-20,00:11:00,['#bjp'],['@dayanidhi_maran:'],misogyny &amp; a track record of disrespecting women have become the trademark of bjp both online &amp; offline. its now rea,"['misogyny', '&', 'amp', ';', 'track', 'record', 'disrespecting', 'women', 'become', 'trademark', 'bjp', 'online', '&', 'amp', ';', 'offline', '.', 'rea']","['misogyny', '&', 'amp', ';', 'track', 'record', 'disrespecting', 'women', 'become', 'trademark', 'bjp', 'online', '&', 'amp', ';', 'offline', '.', 'rea']"
861,861,2020-05-20,00:08:00,"['#breaking', '#update\\n#coronavirus', '#coronavirusupdate\\n#indiafightscovid19\\n\\nlook', '#covid19']",['@dextrousninja:'],breaking update coronavirus coronavirusupdate indiafightscovid19  look at d figures of covid19 in india states ru,"['breaking', 'update', 'coronavirus', 'coronavirusupdate', 'indiafightscovid19', 'look', 'figures', 'covid19', 'india', 'states', 'ru']","['breaking', 'update', 'coronavirus', 'coronavirusupdate', 'indiafightscovid19', 'look', 'figures', 'covid19', 'india', 'states', 'ru']"
862,862,2020-05-20,00:08:00,"['#evm', '#bjp', '#vote.', ""#modimustresign'""]",['@narendramodi'],so the evm story was right!   bjp without evm would have never got a single vote.    modimustresign,"['evm', 'story', 'right', '!', 'bjp', 'without', 'evm', 'would', 'never', 'got', 'single', 'vote', '.', 'modimustresign']","['evm', 'story', 'right', '!', 'bjp', 'without', 'evm', 'would', 'never', 'got', 'single', 'vote', '.', 'modimustresign']"
863,863,2020-05-20,00:07:00,"['#prashantkishore', '#narendramodi', '#bjp\\nthanks']","['@shahnawazkhanmm:', '@thewire_\\xe2\\x80\\xa6""']",prashantkishore narendramodi bjp thanks to centres corona mismanagement we are staring at a catastrophe,"['prashantkishore', 'narendramodi', 'bjp', 'thanks', 'centres', 'corona', 'mismanagement', 'staring', 'catastrophe']","['prashantkishore', 'narendramodi', 'bjp', 'thanks', 'centres', 'corona', 'mismanagement', 'staring', 'catastrophe']"
864,864,2020-05-20,00:05:00,"['#andhbhakt', '#bjp', '#rss\\n\\nhoti']",['@raja_africa:'],itcell peddlers spread fake news  &amp; andhbhakt get carried away  and when they get caught na aati bjp na rss  hoti sirf,"['itcell', 'peddlers', 'spread', 'fake', 'news', '&', 'amp', ';', 'andhbhakt', 'get', 'carried', 'away', 'get', 'caught', 'na', 'aati', 'bjp', 'na', 'rss', 'hoti', 'sirf']","['itcell', 'peddlers', 'spread', 'fake', 'news', '&', 'amp', ';', 'andhbhakt', 'get', 'carried', 'away', 'get', 'caught', 'na', 'aati', 'bjp', 'na', 'rss', 'hoti', 'sirf']"
865,865,2020-05-20,11:50:00,['#bjp'],['@vipuldutt12:'],bjp is playing dirty politics. what is the problem when u have buses standing in front of u and u r not running them for,"['bjp', 'playing', 'dirty', 'politics', '.', 'problem', 'u', 'buses', 'standing', 'front', 'u', 'u', 'r', 'running']","['bjp', 'playing', 'dirty', 'politics', '.', 'problem', 'u', 'buses', 'standing', 'front', 'u', 'u', 'r', 'running']"
866,866,2020-05-20,11:50:00,"['#bjp', '#rss', '#rss_terrorists']",['@muslimmirror:'],armed bjp rss activists with police in shahpur  ahmedabad rss_terrorists,"['armed', 'bjp', 'rss', 'activists', 'police', 'shahpur', 'ahmedabad', 'rss_terrorists']","['armed', 'bjp', 'rss', 'activists', 'police', 'shahpur', 'ahmedabad', 'rss_terrorists']"
867,867,2020-05-20,11:49:00,"['#bjp', '#gandhi.\\nthat']",[],bjp leaders follow gandhi. that is why they behave like dhimmi whimps. all talk of 56 and iron man has evaporate,"['bjp', 'leaders', 'follow', 'gandhi', '.', 'behave', 'like', 'dhimmi', 'whimps', '.', 'talk', '56', 'iron', 'man', 'evaporate']","['bjp', 'leaders', 'follow', 'gandhi', '.', 'behave', 'like', 'dhimmi', 'whimps', '.', 'talk', '56', 'iron', 'man', 'evaporate']"
868,868,2020-05-20,11:49:00,[],"['@milligazette:', '@muslimmirror']",fir against  news website. according to gujarat police a day after the shahpur stone-pelting a video was,"['fir', 'news', 'website', '.', 'according', 'gujarat', 'police', 'day', 'shahpur', 'stone-pelting', 'video']","['fir', 'news', 'website', '.', 'according', 'gujarat', 'police', 'day', 'shahpur', 'stone-pelting', 'video']"
869,869,2020-05-20,11:48:00,"['#bjp', '#rss', '#rss_terrorists']",['@muslimmirror:'],armed bjp rss activists with police in shahpur  ahmedabad rss_terrorists,"['armed', 'bjp', 'rss', 'activists', 'police', 'shahpur', 'ahmedabad', 'rss_terrorists']","['armed', 'bjp', 'rss', 'activists', 'police', 'shahpur', 'ahmedabad', 'rss_terrorists']"
870,870,2020-05-20,11:48:00,"['#bjp', '#gujrati', '#haridwar', '#covid__19.are']",[],bjp govt allows 18 luxury coaches for gujrati pilgrims from haridwar to gujarat amidst covid__19.are the ppl of,"['bjp', 'govt', 'allows', '18', 'luxury', 'coaches', 'gujrati', 'pilgrims', 'haridwar', 'gujarat', 'amidst', 'covid__19.are', 'ppl']","['bjp', 'govt', 'allows', '18', 'luxury', 'coaches', 'gujrati', 'pilgrims', 'haridwar', 'gujarat', 'amidst', 'covid__19.are', 'ppl']"
871,871,2020-05-20,11:47:00,[],"['@milligazette:', '@muslimmirror']",fir against  news website. according to gujarat police a day after the shahpur stone-pelting a video was,"['fir', 'news', 'website', '.', 'according', 'gujarat', 'police', 'day', 'shahpur', 'stone-pelting', 'video']","['fir', 'news', 'website', '.', 'according', 'gujarat', 'police', 'day', 'shahpur', 'stone-pelting', 'video']"
872,872,2020-05-20,11:47:00,"['#bjp', '#rss']",['@any_morya:'],its big shame to bjp rss who tried to divide hindu muslim  in such sunlight and heat keeping their daily ramzan fasting,"['big', 'shame', 'bjp', 'rss', 'tried', 'divide', 'hindu', 'muslim', 'sunlight', 'heat', 'keeping', 'daily', 'ramzan', 'fasting']","['big', 'shame', 'bjp', 'rss', 'tried', 'divide', 'hindu', 'muslim', 'sunlight', 'heat', 'keeping', 'daily', 'ramzan', 'fasting']"
873,873,2020-05-20,11:46:00,"['#bjp', '#rss', '#rss_terrorists']",['@muslimmirror:'],armed bjp rss activists with police in shahpur  ahmedabad rss_terrorists,"['armed', 'bjp', 'rss', 'activists', 'police', 'shahpur', 'ahmedabad', 'rss_terrorists']","['armed', 'bjp', 'rss', 'activists', 'police', 'shahpur', 'ahmedabad', 'rss_terrorists']"
874,874,2020-05-20,11:46:00,"['#bjp', '#rss', '#rss_terrorists']",['@muslimmirror:'],armed bjp rss activists with police in shahpur  ahmedabad rss_terrorists,"['armed', 'bjp', 'rss', 'activists', 'police', 'shahpur', 'ahmedabad', 'rss_terrorists']","['armed', 'bjp', 'rss', 'activists', 'police', 'shahpur', 'ahmedabad', 'rss_terrorists']"
875,875,2020-05-20,11:46:00,"['#hindurashtra', '#india', '#hindus', '#modi.']",[],aspirants of hindurashtra in india must see pathetic conditions of poor hindus under modi. in worst,"['aspirants', 'hindurashtra', 'india', 'must', 'see', 'pathetic', 'conditions', 'poor', 'hindus', 'modi', '.', 'worst']","['aspirants', 'hindurashtra', 'india', 'must', 'see', 'pathetic', 'conditions', 'poor', 'hindus', 'modi', '.', 'worst']"
876,876,2020-05-20,11:46:00,[],"['@sweposten:', '@scrapravi', '@aayeff1', '@shenaz_irani', '@mujworld', '@ranajig', '@parveenkader', '@anas_speakss', '@wuntakall', '@manojfaridabad', '@paramzee91', ""@den\\xe2\\x80\\xa6'""]",,[],[]
877,877,2020-05-20,11:45:00,"['#bjp', '#rss', '#rss_terrorists']",['@muslimmirror:'],armed bjp rss activists with police in shahpur  ahmedabad rss_terrorists,"['armed', 'bjp', 'rss', 'activists', 'police', 'shahpur', 'ahmedabad', 'rss_terrorists']","['armed', 'bjp', 'rss', 'activists', 'police', 'shahpur', 'ahmedabad', 'rss_terrorists']"
878,878,2020-05-20,11:45:00,"['#breaking', '#update\\n#coronavirus', '#coronavirusupdate\\n#indiafightscovid19\\n\\nlook', '#covid19']",['@dextrousninja:'],breaking update coronavirus coronavirusupdate indiafightscovid19  look at d figures of covid19 in india states ru,"['breaking', 'update', 'coronavirus', 'coronavirusupdate', 'indiafightscovid19', 'look', 'figures', 'covid19', 'india', 'states', 'ru']","['breaking', 'update', 'coronavirus', 'coronavirusupdate', 'indiafightscovid19', 'look', 'figures', 'covid19', 'india', 'states', 'ru']"
879,879,2020-05-20,11:44:00,[],"['@milligazette:', '@muslimmirror']",fir against  news website. according to gujarat police a day after the shahpur stone-pelting a video was,"['fir', 'news', 'website', '.', 'according', 'gujarat', 'police', 'day', 'shahpur', 'stone-pelting', 'video']","['fir', 'news', 'website', '.', 'according', 'gujarat', 'police', 'day', 'shahpur', 'stone-pelting', 'video']"
880,880,2020-05-20,11:43:00,[],"['@milligazette:', '@muslimmirror']",fir against  news website. according to gujarat police a day after the shahpur stone-pelting a video was,"['fir', 'news', 'website', '.', 'according', 'gujarat', 'police', 'day', 'shahpur', 'stone-pelting', 'video']","['fir', 'news', 'website', '.', 'according', 'gujarat', 'police', 'day', 'shahpur', 'stone-pelting', 'video']"
881,881,2020-05-20,11:43:00,"['#india\\n#poverty\\n#inequality\\n#coronavirus\\n\\nuseless', '#bjp']",['@dv99999:'],india poverty inequality coronavirus  useless bjp  buffoons r busy running behind celebrities cricket players hindi fi,"['india', 'poverty', 'inequality', 'coronavirus', 'useless', 'bjp', 'buffoons', 'r', 'busy', 'running', 'behind', 'celebrities', 'cricket', 'players', 'hindi', 'fi']","['india', 'poverty', 'inequality', 'coronavirus', 'useless', 'bjp', 'buffoons', 'r', 'busy', 'running', 'behind', 'celebrities', 'cricket', 'players', 'hindi', 'fi']"
882,882,2020-05-20,11:42:00,[],"['@milligazette:', '@muslimmirror']",fir against  news website. according to gujarat police a day after the shahpur stone-pelting a video was,"['fir', 'news', 'website', '.', 'according', 'gujarat', 'police', 'day', 'shahpur', 'stone-pelting', 'video']","['fir', 'news', 'website', '.', 'according', 'gujarat', 'police', 'day', 'shahpur', 'stone-pelting', 'video']"
883,883,2020-05-20,11:42:00,[],"['@milligazette:', '@muslimmirror']",fir against  news website. according to gujarat police a day after the shahpur stone-pelting a video was,"['fir', 'news', 'website', '.', 'according', 'gujarat', 'police', 'day', 'shahpur', 'stone-pelting', 'video']","['fir', 'news', 'website', '.', 'according', 'gujarat', 'police', 'day', 'shahpur', 'stone-pelting', 'video']"
884,884,2020-05-20,11:40:00,['#congress'],[],this is not time to do cheap politics in this difficult time  congress providing 1000+ buses for the use of,"['time', 'cheap', 'politics', 'difficult', 'time', 'congress', 'providing', '1000+', 'buses', 'use']","['time', 'cheap', 'politics', 'difficult', 'time', 'congress', 'providing', '1000+', 'buses', 'use']"
885,885,2020-05-20,11:40:00,[],"['@milligazette:', '@muslimmirror']",fir against  news website. according to gujarat police a day after the shahpur stone-pelting a video was,"['fir', 'news', 'website', '.', 'according', 'gujarat', 'police', 'day', 'shahpur', 'stone-pelting', 'video']","['fir', 'news', 'website', '.', 'according', 'gujarat', 'police', 'day', 'shahpur', 'stone-pelting', 'video']"
886,886,2020-05-20,11:39:00,[],"['@milligazette:', '@muslimmirror']",fir against  news website. according to gujarat police a day after the shahpur stone-pelting a video was,"['fir', 'news', 'website', '.', 'according', 'gujarat', 'police', 'day', 'shahpur', 'stone-pelting', 'video']","['fir', 'news', 'website', '.', 'according', 'gujarat', 'police', 'day', 'shahpur', 'stone-pelting', 'video']"
887,887,2020-05-20,11:38:00,['#bjp'],['@hansrajmeena'],or may be to limit the reach of all handles who ask question to this farzi bjp government?,"['may', 'limit', 'reach', 'handles', 'ask', 'question', 'farzi', 'bjp', 'government', '?']","['may', 'limit', 'reach', 'handles', 'ask', 'question', 'farzi', 'bjp', 'government', '?']"
888,888,2020-05-20,11:38:00,[],"['@sweposten:', '@scrapravi', '@aayeff1', '@shenaz_irani', '@mujworld', '@ranajig', '@parveenkader', '@anas_speakss', '@wuntakall', '@manojfaridabad', '@paramzee91', ""@den\\xe2\\x80\\xa6'""]",,[],[]
889,889,2020-05-20,11:37:00,[],"['@milligazette:', '@muslimmirror']",fir against  news website. according to gujarat police a day after the shahpur stone-pelting a video was,"['fir', 'news', 'website', '.', 'according', 'gujarat', 'police', 'day', 'shahpur', 'stone-pelting', 'video']","['fir', 'news', 'website', '.', 'according', 'gujarat', 'police', 'day', 'shahpur', 'stone-pelting', 'video']"
890,890,2020-05-20,11:36:00,[],"['@milligazette:', '@muslimmirror']",fir against  news website. according to gujarat police a day after the shahpur stone-pelting a video was,"['fir', 'news', 'website', '.', 'according', 'gujarat', 'police', 'day', 'shahpur', 'stone-pelting', 'video']","['fir', 'news', 'website', '.', 'according', 'gujarat', 'police', 'day', 'shahpur', 'stone-pelting', 'video']"
891,891,2020-05-20,11:36:00,[],"['@milligazette:', '@muslimmirror']",fir against  news website. according to gujarat police a day after the shahpur stone-pelting a video was,"['fir', 'news', 'website', '.', 'according', 'gujarat', 'police', 'day', 'shahpur', 'stone-pelting', 'video']","['fir', 'news', 'website', '.', 'according', 'gujarat', 'police', 'day', 'shahpur', 'stone-pelting', 'video']"
892,892,2020-05-20,11:35:00,[],['@muslimmirror'],fir against  news website. according to gujarat police a day after the shahpur stone-pelting a video,"['fir', 'news', 'website', '.', 'according', 'gujarat', 'police', 'day', 'shahpur', 'stone-pelting', 'video']","['fir', 'news', 'website', '.', 'according', 'gujarat', 'police', 'day', 'shahpur', 'stone-pelting', 'video']"
893,893,2020-05-20,11:35:00,"['#bjp', '#rajivgandhi']",['@i_theindian:'],while bjp keeps raising fake allegations against rajivgandhi to score brownie points they withdrew their application to,"['bjp', 'keeps', 'raising', 'fake', 'allegations', 'rajivgandhi', 'score', 'brownie', 'points', 'withdrew', 'application']","['bjp', 'keeps', 'raising', 'fake', 'allegations', 'rajivgandhi', 'score', 'brownie', 'points', 'withdrew', 'application']"
894,894,2020-05-20,11:33:00,['#bjp'],['@vipuldutt12:'],bjp is playing dirty politics. what is the problem when u have buses standing in front of u and u r not running them for,"['bjp', 'playing', 'dirty', 'politics', '.', 'problem', 'u', 'buses', 'standing', 'front', 'u', 'u', 'r', 'running']","['bjp', 'playing', 'dirty', 'politics', '.', 'problem', 'u', 'buses', 'standing', 'front', 'u', 'u', 'r', 'running']"
895,895,2020-05-20,11:31:00,"['#indiaunderlockdown:', '#aicc']","['@news9tweets:', '@priyankagandhi', '@myogiadityanath']",indiaunderlockdown aicc general secy  asks  led u.p government to allow the buses she ha,"['indiaunderlockdown', 'aicc', 'general', 'secy', 'asks', 'led', 'u.p', 'government', 'allow', 'buses', 'ha']","['indiaunderlockdown', 'aicc', 'general', 'secy', 'asks', 'led', 'u.p', 'government', 'allow', 'buses', 'ha']"
896,896,2020-05-20,11:30:00,['#bjp'],['@dayanidhi_maran:'],misogyny &amp; a track record of disrespecting women have become the trademark of bjp both online &amp; offline. its now rea,"['misogyny', '&', 'amp', ';', 'track', 'record', 'disrespecting', 'women', 'become', 'trademark', 'bjp', 'online', '&', 'amp', ';', 'offline', '.', 'rea']","['misogyny', '&', 'amp', ';', 'track', 'record', 'disrespecting', 'women', 'become', 'trademark', 'bjp', 'online', '&', 'amp', ';', 'offline', '.', 'rea']"
897,897,2020-05-20,11:29:00,['#bjp'],['@vipuldutt12:'],bjp is playing dirty politics. what is the problem when u have buses standing in front of u and u r not running them for,"['bjp', 'playing', 'dirty', 'politics', '.', 'problem', 'u', 'buses', 'standing', 'front', 'u', 'u', 'r', 'running']","['bjp', 'playing', 'dirty', 'politics', '.', 'problem', 'u', 'buses', 'standing', 'front', 'u', 'u', 'r', 'running']"
898,898,2020-05-20,11:28:00,"['#bjp', '#congress']",['@aditisinghinc'],will join bjp in sometime . as she has understood congress and there agenda now .,"['join', 'bjp', 'sometime', '.', 'understood', 'congress', 'agenda', '.']","['join', 'bjp', 'sometime', '.', 'understood', 'congress', 'agenda', '.']"
899,899,2020-05-20,11:25:00,"['#indiaunderlockdown:', '#aicc']","['@news9tweets:', '@priyankagandhi', '@myogiadityanath']",indiaunderlockdown aicc general secy  asks  led u.p government to allow the buses she ha,"['indiaunderlockdown', 'aicc', 'general', 'secy', 'asks', 'led', 'u.p', 'government', 'allow', 'buses', 'ha']","['indiaunderlockdown', 'aicc', 'general', 'secy', 'asks', 'led', 'u.p', 'government', 'allow', 'buses', 'ha']"
