,Unnamed: 0,Date,Time,hashtags,tagged_usernames,text,Text,tokens
900,900,2020-05-20,11:24:00,"['#indiaunderlockdown:', '#aicc']","['@priyankagandhi', '@myogiadityanath']",indiaunderlockdown aicc general secy  asks  led u.p government to allow the buses,"['indiaunderlockdown', 'aicc', 'general', 'secy', 'asks', 'led', 'u.p', 'government', 'allow', 'buses']","['indiaunderlockdown', 'aicc', 'general', 'secy', 'asks', 'led', 'u.p', 'government', 'allow', 'buses']"
901,901,2020-05-20,11:24:00,"['#bjp', '#indianarmy', ""#kashmir'""]",['@mirfromkashmir:'],looters and gangsters aka bjp indianarmy in kashmir,"['looters', 'gangsters', 'aka', 'bjp', 'indianarmy', 'kashmir']","['looters', 'gangsters', 'aka', 'bjp', 'indianarmy', 'kashmir']"
902,902,2020-05-20,11:24:00,"['#aditisingh', '#bjp', '#raebareli', '#loksabha']",[],aditisingh could be next bjp bet for raebareli loksabha seat https//t.co/9iypi5eia8,"['aditisingh', 'could', 'next', 'bjp', 'bet', 'raebareli', 'loksabha', 'seat', 'https//t.co/9iypi5eia8']","['aditisingh', 'could', 'next', 'bjp', 'bet', 'raebareli', 'loksabha', 'seat', 'https//t.co/9iypi5eia8']"
903,903,2020-05-20,11:23:00,['#bjp'],['@vipuldutt12:'],bjp is playing dirty politics. what is the problem when u have buses standing in front of u and u r not running them for,"['bjp', 'playing', 'dirty', 'politics', '.', 'problem', 'u', 'buses', 'standing', 'front', 'u', 'u', 'r', 'running']","['bjp', 'playing', 'dirty', 'politics', '.', 'problem', 'u', 'buses', 'standing', 'front', 'u', 'u', 'r', 'running']"
904,904,2020-05-20,11:23:00,['#bjp'],['@vipuldutt12:'],bjp is playing dirty politics. what is the problem when u have buses standing in front of u and u r not running them for,"['bjp', 'playing', 'dirty', 'politics', '.', 'problem', 'u', 'buses', 'standing', 'front', 'u', 'u', 'r', 'running']","['bjp', 'playing', 'dirty', 'politics', '.', 'problem', 'u', 'buses', 'standing', 'front', 'u', 'u', 'r', 'running']"
905,905,2020-05-20,11:22:00,['#bjp'],[],modi keeping an eye on patra keeping an eye on subramanium swamy. bjp,"['modi', 'keeping', 'eye', 'patra', 'keeping', 'eye', 'subramanium', 'swamy', '.', 'bjp']","['modi', 'keeping', 'eye', 'patra', 'keeping', 'eye', 'subramanium', 'swamy', '.', 'bjp']"
906,906,2020-05-20,11:22:00,"['#bjp', '#govt', '#rail', '#police', '#migrantlabourers,']",['@santanusenmp:'],bjp govt chargng rail fare police btng migrantlabourers sndng deadbdies with injiured frcing thm to walk miles t,"['bjp', 'govt', 'chargng', 'rail', 'fare', 'police', 'btng', 'migrantlabourers', 'sndng', 'deadbdies', 'injiured', 'frcing', 'thm', 'walk', 'miles']","['bjp', 'govt', 'chargng', 'rail', 'fare', 'police', 'btng', 'migrantlabourers', 'sndng', 'deadbdies', 'injiured', 'frcing', 'thm', 'walk', 'miles']"
907,907,2020-05-20,11:20:00,['#bjp'],['@vipuldutt12:'],bjp is playing dirty politics. what is the problem when u have buses standing in front of u and u r not running them for,"['bjp', 'playing', 'dirty', 'politics', '.', 'problem', 'u', 'buses', 'standing', 'front', 'u', 'u', 'r', 'running']","['bjp', 'playing', 'dirty', 'politics', '.', 'problem', 'u', 'buses', 'standing', 'front', 'u', 'u', 'r', 'running']"
908,908,2020-05-20,11:19:00,['#bjp'],['@vipuldutt12:'],bjp is playing dirty politics. what is the problem when u have buses standing in front of u and u r not running them for,"['bjp', 'playing', 'dirty', 'politics', '.', 'problem', 'u', 'buses', 'standing', 'front', 'u', 'u', 'r', 'running']","['bjp', 'playing', 'dirty', 'politics', '.', 'problem', 'u', 'buses', 'standing', 'front', 'u', 'u', 'r', 'running']"
909,909,2020-05-20,11:19:00,"['#bangladesh', '#afghanistan', '#hindus\\n#pakistani', '#bjp']",['@sweposten:'],watch out  bangladesh hindus afghanistan hindus pakistani hindus bjp cant feed his own people so dont accept you wil,"['watch', 'bangladesh', 'hindus', 'afghanistan', 'hindus', 'pakistani', 'hindus', 'bjp', 'cant', 'feed', 'people', 'dont', 'accept', 'wil']","['watch', 'bangladesh', 'hindus', 'afghanistan', 'hindus', 'pakistani', 'hindus', 'bjp', 'cant', 'feed', 'people', 'dont', 'accept', 'wil']"
910,910,2020-05-20,11:19:00,"['#bjp', '#congress', '#migrantworkers']",['@nathbhupendra:'],i do not know who will win in tussle between bjp &amp; congress but it is for sure that the migrantworkers have been che,"['know', 'win', 'tussle', 'bjp', '&', 'amp', ';', 'congress', 'sure', 'migrantworkers', 'che']","['know', 'win', 'tussle', 'bjp', '&', 'amp', ';', 'congress', 'sure', 'migrantworkers', 'che']"
911,911,2020-05-20,11:19:00,['#bjp'],[],bjp is playing dirty politics. what is the problem when u have buses standing in front of u and u r not running th,"['bjp', 'playing', 'dirty', 'politics', '.', 'problem', 'u', 'buses', 'standing', 'front', 'u', 'u', 'r', 'running', 'th']","['bjp', 'playing', 'dirty', 'politics', '.', 'problem', 'u', 'buses', 'standing', 'front', 'u', 'u', 'r', 'running', 'th']"
912,912,2020-05-20,11:18:00,"['#corona', '#bjp', '#modi\\n\\n#bjp', '#drambazzi', '#poor']",['@sweposten:'],atleast corona ji time was a good test 4 bjp modi  bjp drambazzi   if he would cant fed his own poor poor country me,"['atleast', 'corona', 'ji', 'time', 'good', 'test', '4', 'bjp', 'modi', 'bjp', 'drambazzi', 'would', 'cant', 'fed', 'poor', 'poor', 'country']","['atleast', 'corona', 'ji', 'time', 'good', 'test', '4', 'bjp', 'modi', 'bjp', 'drambazzi', 'would', 'cant', 'fed', 'poor', 'poor', 'country']"
913,913,2020-05-20,11:17:00,"['#bjymcares', '#bj\\xe2\\x80\\xa6""']","['@suryaritz:', '@digvijaybjym']",bjymcares  its always important to take the right guidance. you are surrounded with tremendous leaders bj,"['bjymcares', 'always', 'important', 'take', 'right', 'guidance', '.', 'surrounded', 'tremendous', 'leaders', 'bj']","['bjymcares', 'always', 'important', 'take', 'right', 'guidance', '.', 'surrounded', 'tremendous', 'leaders', 'bj']"
914,914,2020-05-20,11:17:00,"['#bjp', '#congress', '#migrantworkers']",['@nathbhupendra:'],i do not know who will win in tussle between bjp &amp; congress but it is for sure that the migrantworkers have been che,"['know', 'win', 'tussle', 'bjp', '&', 'amp', ';', 'congress', 'sure', 'migrantworkers', 'che']","['know', 'win', 'tussle', 'bjp', '&', 'amp', ';', 'congress', 'sure', 'migrantworkers', 'che']"
915,915,2020-05-20,11:17:00,"['#bjp', '#maharashtra\\xe2\\x80\\xa6']",[],the nephew revolts the story behind devendra fadnavis and ajit pawars oath taking bjp maharashtra,"['nephew', 'revolts', 'story', 'behind', 'devendra', 'fadnavis', 'ajit', 'pawars', 'oath', 'taking', 'bjp', 'maharashtra']","['nephew', 'revolts', 'story', 'behind', 'devendra', 'fadnavis', 'ajit', 'pawars', 'oath', 'taking', 'bjp', 'maharashtra']"
916,916,2020-05-20,11:16:00,"['#congress', '#bjp']","['@zeenews', '@aditisinghinc']",now congress will say that bjp has brought pressure on her. its their working method.,"['congress', 'say', 'bjp', 'brought', 'pressure', '.', 'working', 'method', '.']","['congress', 'say', 'bjp', 'brought', 'pressure', '.', 'working', 'method', '.']"
917,917,2020-05-20,11:16:00,"['#bjp', '#ews', '#10\\xe2\\x80\\xb0ews']",['@keshaw9616:'],bjp has already taken bold step to welfare ews students by giving 10ews reservation. now the time has come to provide s,"['bjp', 'already', 'taken', 'bold', 'step', 'welfare', 'ews', 'students', 'giving', '10ews', 'reservation', '.', 'time', 'come', 'provide']","['bjp', 'already', 'taken', 'bold', 'step', 'welfare', 'ews', 'students', 'giving', '10ews', 'reservation', '.', 'time', 'come', 'provide']"
918,918,2020-05-20,11:16:00,['#bjp'],"['@anuj_sena', '@umeshnanda85', '@officeofut', '@bskoshyari', '@authackeray']",bjp is not playing any cheap politics,"['bjp', 'playing', 'cheap', 'politics']","['bjp', 'playing', 'cheap', 'politics']"
919,919,2020-05-20,11:16:00,[],['@indianenvision:'],we need a government who cares about the people instead of their seats in the parliament.  remember democracy is of the,"['need', 'government', 'cares', 'people', 'instead', 'seats', 'parliament', '.', 'remember', 'democracy']","['need', 'government', 'cares', 'people', 'instead', 'seats', 'parliament', '.', 'remember', 'democracy']"
920,920,2020-05-20,11:15:00,[],[],we need a government who cares about the people instead of their seats in the parliament.  remember democracy is of,"['need', 'government', 'cares', 'people', 'instead', 'seats', 'parliament', '.', 'remember', 'democracy']","['need', 'government', 'cares', 'people', 'instead', 'seats', 'parliament', '.', 'remember', 'democracy']"
921,921,2020-05-20,11:14:00,['#congress\\n#bjp\\n#bjpsellingindia\\xe2\\x80\\xa6'],[],i may not be against congress but definitely will not support bjp never.  congress bjp bjpsellingindia,"['may', 'congress', 'definitely', 'support', 'bjp', 'never', '.', 'congress', 'bjp', 'bjpsellingindia']","['may', 'congress', 'definitely', 'support', 'bjp', 'never', '.', 'congress', 'bjp', 'bjpsellingindia']"
922,922,2020-05-20,11:13:00,"['#bjp', '#rajivgandhi']",['@i_theindian:'],while bjp keeps raising fake allegations against rajivgandhi to score brownie points they withdrew their application to,"['bjp', 'keeps', 'raising', 'fake', 'allegations', 'rajivgandhi', 'score', 'brownie', 'points', 'withdrew', 'application']","['bjp', 'keeps', 'raising', 'fake', 'allegations', 'rajivgandhi', 'score', 'brownie', 'points', 'withdrew', 'application']"
923,923,2020-05-20,11:12:00,"['#bjp', '#ews', '#10\\xe2\\x80\\xb0ews']",['@keshaw9616:'],bjp has already taken bold step to welfare ews students by giving 10ews reservation. now the time has come to provide s,"['bjp', 'already', 'taken', 'bold', 'step', 'welfare', 'ews', 'students', 'giving', '10ews', 'reservation', '.', 'time', 'come', 'provide']","['bjp', 'already', 'taken', 'bold', 'step', 'welfare', 'ews', 'students', 'giving', '10ews', 'reservation', '.', 'time', 'come', 'provide']"
924,924,2020-05-20,11:10:00,[],['@ambujspeaks:'],found an excellent piece of cartoon clearly depicting the state of the nation today. the lowest strata of our society has,"['found', 'excellent', 'piece', 'cartoon', 'clearly', 'depicting', 'state', 'nation', 'today', '.', 'lowest', 'strata', 'society']","['found', 'excellent', 'piece', 'cartoon', 'clearly', 'depicting', 'state', 'nation', 'today', '.', 'lowest', 'strata', 'society']"
925,925,2020-05-20,11:10:00,"['#bjp', '#uttarpradesh', '#congress', '#ajaykumarlallu', '#priyankagandhi\\xe2\\x80\\x99s']",['@nh_india:'],bjp government in an act of vengeance booked uttarpradesh congress president ajaykumarlallu and priyankagandhis secre,"['bjp', 'government', 'act', 'vengeance', 'booked', 'uttarpradesh', 'congress', 'president', 'ajaykumarlallu', 'priyankagandhis', 'secre']","['bjp', 'government', 'act', 'vengeance', 'booked', 'uttarpradesh', 'congress', 'president', 'ajaykumarlallu', 'priyankagandhis', 'secre']"
926,926,2020-05-20,11:10:00,['#bjp'],['@saksham23956924:'],wtf governance is taking place if somebody is trying to help others why are they not being allowed. this time bjp has,"['wtf', 'governance', 'taking', 'place', 'somebody', 'trying', 'help', 'others', 'allowed', '.', 'time', 'bjp']","['wtf', 'governance', 'taking', 'place', 'somebody', 'trying', 'help', 'others', 'allowed', '.', 'time', 'bjp']"
927,927,2020-05-20,11:07:00,[],['@ripunbora:'],madam fm! today morning you accused cong ruled states that they failed to arrange train for the migrant workers perhaps you,"['madam', 'fm', '!', 'today', 'morning', 'accused', 'cong', 'ruled', 'states', 'failed', 'arrange', 'train', 'migrant', 'workers', 'perhaps']","['madam', 'fm', '!', 'today', 'morning', 'accused', 'cong', 'ruled', 'states', 'failed', 'arrange', 'train', 'migrant', 'workers', 'perhaps']"
928,928,2020-05-20,11:07:00,"['#bjp', '#seedhibaatpackagebakwas']",['@incassam:'],congress thinks for next generations. bjp thinks for next elections. seedhibaatpackagebakwas,"['congress', 'thinks', 'next', 'generations', '.', 'bjp', 'thinks', 'next', 'elections', '.', 'seedhibaatpackagebakwas']","['congress', 'thinks', 'next', 'generations', '.', 'bjp', 'thinks', 'next', 'elections', '.', 'seedhibaatpackagebakwas']"
929,929,2020-05-20,11:07:00,"['#up', '#lucknow']","['@ripunbora:', '@priyankagandhi']",what is the use of asking  by up cm to line up 1000 empty buses at lucknow when migrants workers are strand,"['use', 'asking', 'cm', 'line', '1000', 'empty', 'buses', 'lucknow', 'migrants', 'workers', 'strand']","['use', 'asking', 'cm', 'line', '1000', 'empty', 'buses', 'lucknow', 'migrants', 'workers', 'strand']"
930,930,2020-05-20,11:06:00,"['#bjp', '#bjp']",[],jothimani speech against bjp candidates karu nagarajan.. bjp candidates speech is always like a third rated men.. https//t.co/xte4k3fuox,"['jothimani', 'speech', 'bjp', 'candidates', 'karu', 'nagarajan..', 'bjp', 'candidates', 'speech', 'always', 'like', 'third', 'rated', 'men..', 'https//t.co/xte4k3fuox']","['jothimani', 'speech', 'bjp', 'candidates', 'karu', 'nagarajan..', 'bjp', 'candidates', 'speech', 'always', 'like', 'third', 'rated', 'men..', 'https//t.co/xte4k3fuox']"
931,931,2020-05-20,11:06:00,['#bjp'],"['@sayanisengupt15:', '@bjp4bengal']",this is what bjp always do.....,"['bjp', 'always', '...', '..']","['bjp', 'always', '...', '..']"
932,932,2020-05-20,11:05:00,"['#up', '#lucknow']","['@ripunbora:', '@priyankagandhi']",what is the use of asking  by up cm to line up 1000 empty buses at lucknow when migrants workers are strand,"['use', 'asking', 'cm', 'line', '1000', 'empty', 'buses', 'lucknow', 'migrants', 'workers', 'strand']","['use', 'asking', 'cm', 'line', '1000', 'empty', 'buses', 'lucknow', 'migrants', 'workers', 'strand']"
933,933,2020-05-20,11:03:00,['#bjp'],['@frankhuzur:'],bjp in uttar pradesh is trying every trick in its bag to revive the lost fortune of the congress party. at the expense of,"['bjp', 'uttar', 'pradesh', 'trying', 'every', 'trick', 'bag', 'revive', 'lost', 'fortune', 'congress', 'party', '.', 'expense']","['bjp', 'uttar', 'pradesh', 'trying', 'every', 'trick', 'bag', 'revive', 'lost', 'fortune', 'congress', 'party', '.', 'expense']"
934,934,2020-05-20,11:03:00,"['#bjp', '#ews', '#10\\xe2\\x80\\xb0ews']",['@keshaw9616:'],bjp has already taken bold step to welfare ews students by giving 10ews reservation. now the time has come to provide s,"['bjp', 'already', 'taken', 'bold', 'step', 'welfare', 'ews', 'students', 'giving', '10ews', 'reservation', '.', 'time', 'come', 'provide']","['bjp', 'already', 'taken', 'bold', 'step', 'welfare', 'ews', 'students', 'giving', '10ews', 'reservation', '.', 'time', 'come', 'provide']"
935,935,2020-05-20,11:02:00,"['#corona', '#bjp', '#modi\\n\\n#bjp', '#drambazzi', '#poor']",[],atleast corona ji time was a good test 4 bjp modi  bjp drambazzi   if he would cant fed his own poor poor c,"['atleast', 'corona', 'ji', 'time', 'good', 'test', '4', 'bjp', 'modi', 'bjp', 'drambazzi', 'would', 'cant', 'fed', 'poor', 'poor', 'c']","['atleast', 'corona', 'ji', 'time', 'good', 'test', '4', 'bjp', 'modi', 'bjp', 'drambazzi', 'would', 'cant', 'fed', 'poor', 'poor', 'c']"
936,936,2020-05-20,11:02:00,"['#bjp', '#garibvirodhi', '#bjpagainstmaharashtra', '#bjpfailsindia', '#bjpwithterrorists', ""#bjpthereal\\xe2\\x80\\xa6'""]","['@srinaga007:', '@aamaadmiparty']",is bjp only garibvirodhi ? not these? bjpagainstmaharashtra bjpfailsindia bjpwithterrorists bjpthereal,"['bjp', 'garibvirodhi', '?', '?', 'bjpagainstmaharashtra', 'bjpfailsindia', 'bjpwithterrorists', 'bjpthereal']","['bjp', 'garibvirodhi', '?', '?', 'bjpagainstmaharashtra', 'bjpfailsindia', 'bjpwithterrorists', 'bjpthereal']"
937,937,2020-05-20,11:01:00,"['#bjp', '#kerala', '#covid', '#maharashtra']",[],bjp cites kerala s covid performance slams maharashtra for failure https//t.co/kx7cd3qfkw,"['bjp', 'cites', 'kerala', 'covid', 'performance', 'slams', 'maharashtra', 'failure', 'https//t.co/kx7cd3qfkw']","['bjp', 'cites', 'kerala', 'covid', 'performance', 'slams', 'maharashtra', 'failure', 'https//t.co/kx7cd3qfkw']"
938,938,2020-05-20,11:00:00,"['#muslim', '#tandur', '#telangana', '#pala_srinivas.\\n\\nthe']",['@advarafath:'],on wednesday a minor muslim girl was raped in tandur district of telangana by pala_srinivas.  the girl was alone in the,"['wednesday', 'minor', 'muslim', 'girl', 'raped', 'tandur', 'district', 'telangana', 'pala_srinivas', '.', 'girl', 'alone']","['wednesday', 'minor', 'muslim', 'girl', 'raped', 'tandur', 'district', 'telangana', 'pala_srinivas', '.', 'girl', 'alone']"
939,939,2020-05-20,10:59:00,['#india.'],['@john_pollock22:'],since coming to power in 2014 there has been a surge in the violence against the minorities in india. in 2017 under,"['since', 'coming', 'power', '2014', 'surge', 'violence', 'minorities', 'india', '.', '2017']","['since', 'coming', 'power', '2014', 'surge', 'violence', 'minorities', 'india', '.', '2017']"
940,940,2020-05-20,10:58:00,"['#bangladesh', '#afghanistan', '#hindus\\n#pakistani', '#bjp']",[],watch out  bangladesh hindus afghanistan hindus pakistani hindus bjp cant feed his own people so dont accept,"['watch', 'bangladesh', 'hindus', 'afghanistan', 'hindus', 'pakistani', 'hindus', 'bjp', 'cant', 'feed', 'people', 'dont', 'accept']","['watch', 'bangladesh', 'hindus', 'afghanistan', 'hindus', 'pakistani', 'hindus', 'bjp', 'cant', 'feed', 'people', 'dont', 'accept']"
941,941,2020-05-20,10:58:00,"['#pmmodi', '#ayushmanbharat', '#ayushmanbharatyojana', '#primeminister\\xe2\\x80\\xa6']",[],pmmodi congratulated the beneficiaries of ayushmanbharat scheme  ayushmanbharatyojana primeminister,"['pmmodi', 'congratulated', 'beneficiaries', 'ayushmanbharat', 'scheme', 'ayushmanbharatyojana', 'primeminister']","['pmmodi', 'congratulated', 'beneficiaries', 'ayushmanbharat', 'scheme', 'ayushmanbharatyojana', 'primeminister']"
